gene_symbol	TCGA-OR-A5J1-01A-11R-A29S-07	TCGA-OR-A5J2-01A-11R-A29S-07	TCGA-OR-A5J3-01A-11R-A29S-07	TCGA-OR-A5J5-01A-11R-A29S-07	TCGA-OR-A5J6-01A-31R-A29S-07	TCGA-OR-A5J7-01A-11R-A29S-07	TCGA-OR-A5J8-01A-11R-A29S-07	TCGA-OR-A5J9-01A-11R-A29S-07	TCGA-OR-A5JA-01A-11R-A29S-07	TCGA-OR-A5JB-01A-11R-A29S-07	TCGA-OR-A5JC-01A-11R-A29S-07	TCGA-OR-A5JD-01A-11R-A29S-07	TCGA-OR-A5JE-01A-11R-A29S-07	TCGA-OR-A5JF-01A-11R-A29S-07	TCGA-OR-A5JG-01A-11R-A29S-07	TCGA-OR-A5JI-01A-11R-A29S-07	TCGA-OR-A5JJ-01A-11R-A29S-07	TCGA-OR-A5JK-01A-11R-A29S-07	TCGA-OR-A5JL-01A-11R-A29S-07	TCGA-OR-A5JM-01A-11R-A29S-07	TCGA-OR-A5JO-01A-11R-A29S-07	TCGA-OR-A5JP-01A-11R-A29S-07	TCGA-OR-A5JQ-01A-11R-A29S-07	TCGA-OR-A5JR-01A-11R-A29S-07	TCGA-OR-A5JS-01A-11R-A29S-07	TCGA-OR-A5JT-01A-11R-A29S-07	TCGA-OR-A5JV-01A-11R-A29S-07	TCGA-OR-A5JW-01A-11R-A29S-07	TCGA-OR-A5JX-01A-11R-A29S-07	TCGA-OR-A5JY-01A-31R-A29S-07	TCGA-OR-A5JZ-01A-11R-A29S-07	TCGA-OR-A5K0-01A-11R-A29S-07	TCGA-OR-A5K1-01A-11R-A29S-07	TCGA-OR-A5K2-01A-11R-A29S-07	TCGA-OR-A5K3-01A-11R-A29S-07	TCGA-OR-A5K4-01A-11R-A29S-07	TCGA-OR-A5K5-01A-11R-A29S-07	TCGA-OR-A5K6-01A-11R-A29S-07	TCGA-OR-A5K8-01A-11R-A29S-07	TCGA-OR-A5K9-01A-11R-A29S-07	TCGA-OR-A5KO-01A-11R-A29S-07	TCGA-OR-A5KT-01A-11R-A29S-07	TCGA-OR-A5KU-01A-11R-A29S-07	TCGA-OR-A5KV-01A-11R-A29S-07	TCGA-OR-A5KW-01A-11R-A29S-07	TCGA-OR-A5KX-01A-11R-A29S-07	TCGA-OR-A5KY-01A-11R-A29S-07	TCGA-OR-A5KZ-01A-11R-A29S-07	TCGA-OR-A5L3-01A-11R-A29S-07	TCGA-OR-A5L4-01A-11R-A29S-07	TCGA-OR-A5L5-01A-11R-A29S-07	TCGA-OR-A5L6-01A-11R-A29S-07	TCGA-OR-A5L8-01A-11R-A29S-07	TCGA-OR-A5L9-01A-11R-A29S-07	TCGA-OR-A5LA-01A-11R-A29S-07	TCGA-OR-A5LB-01A-11R-A29S-07	TCGA-OR-A5LC-01A-11R-A29S-07	TCGA-OR-A5LD-01A-11R-A29S-07	TCGA-OR-A5LE-01A-11R-A29S-07	TCGA-OR-A5LG-01A-11R-A29S-07	TCGA-OR-A5LH-01A-11R-A29S-07	TCGA-OR-A5LJ-01A-11R-A29S-07	TCGA-OR-A5LK-01A-11R-A29S-07	TCGA-OR-A5LL-01A-11R-A29S-07	TCGA-OR-A5LM-01A-11R-A29S-07	TCGA-OR-A5LN-01A-11R-A29S-07	TCGA-OR-A5LO-01A-11R-A29S-07	TCGA-OR-A5LP-01A-11R-A29S-07	TCGA-OR-A5LR-01A-11R-A29S-07	TCGA-OR-A5LS-01A-11R-A29S-07	TCGA-OR-A5LT-01A-11R-A29S-07	TCGA-OU-A5PI-01A-12R-A29S-07	TCGA-P6-A5OF-01A-11R-A29S-07	TCGA-P6-A5OG-01A-22R-A29S-07	TCGA-PA-A5YG-01A-11R-A29S-07	TCGA-PK-A5H8-01A-11R-A29S-07	TCGA-PK-A5H9-01A-11R-A29S-07	TCGA-PK-A5HA-01A-11R-A29S-07	TCGA-PK-A5HB-01A-11R-A29S-07
BAX	707.0125	558.0457	1530.4399	584.0434	724.2783	769.7553	1710.3191	1048.499	1547.5687	1820.2072	1448.4733	833.1311	3488.6878	1288.1552	896.4127	1049.9537	1255.2432	1397.4066	401.2215	961.2069	1745.546	912.1651	1291.9279	1008.4507	1471.3282	882.1509	1060.7477	643.7034	476.0824	1194.8052	1059.2779	1163.8478	1347.3144	2236.2341	1536.8693	529.4533	1607.2577	1454.316	1454.2816	1387.423	877.6945	893.0636	940.385	1105.6691	2541.9198	2481.8356	1048.3675	1020.6061	1263.3929	1458.4146	1204.8061	1325.2336	1318.0367	494.6237	1156.1668	1177.7596	2816.1465	1143.8263	634.7176	1410.0785	975.2833	949.4085	1100	235.083	1058.9824	706.3584	1082.172	1367.2336	961.5063	798.2382	1068.0272	859.7491	1272.194	1693.1079	1405.4554	2189.8813	803.6291	1259.0959	753.8091
BID	375.2786	92.2507	105.0215	271.7119	246.2378	170.4934	770.286	252.6869	122.3467	1016.5044	206.0305	308.3192	240.0792	205.9195	120.9351	179.3432	344.6051	272.9291	205.2008	117.3103	555.9453	231.4229	191.5796	118.108	250.4403	121.4829	216.8588	104.8311	276.8542	181.3883	117.817	133.7579	225.3915	289.7517	310.8668	80.7963	269.5682	198.1878	397.1843	112.8672	194.8454	385.5106	74.4235	288.7235	107.1365	176.9407	269.1267	253.2545	346.0938	222.1529	319.5412	221.3084	182.9729	542.3118	268.3141	147.2153	366.3433	238.711	132.1836	221.5903	200.4518	619.6577	642.5932	38.9532	196.38	325.5954	194.8294	165.7738	136.0251	185.8242	76.2245	104.8746	181.8224	756.0251	205.3629	209.4066	122.7253	254.4432	162.6544
ARID1A	1195.9654	2677.8947	1608.0581	1336.9481	1124.4197	1514.2399	1516.7841	1886.2103	1618.3932	1053.8042	1195.9288	1016.3835	1126.1312	1142.9675	1439.2046	989.8242	915.6627	1012.9672	1356.3542	1418.9655	1384.3427	2089.5916	1281.5766	1963.3803	1200.5179	1478.6213	1886.2928	1509.434	872.3853	2100.7613	1700.084	753.1712	1200.7411	945.8	936.6106	1581.6367	951.7685	1036.8501	695.2104	1834.2128	1546.3918	1368.0154	1200.5233	1624.3733	1337.1135	1466.5392	1565.0249	1352.7273	332.5893	1386.0614	977.0617	553.271	2602.1548	618.2796	518.1899	1389.9056	878.5617	428.7653	2099.7343	732.5674	1008.6263	1425.1196	1169.4915	1337.5206	1078.7933	959.5376	1900.0481	1855.1535	1574.8954	1618.1603	1148.8095	1712.0867	1755.1819	1333.3333	1384.1886	1405.3716	2014.8303	1816.9791	2712.51
TFRC	222.3823	1032.3443	2160.2726	436.096	2433.262	1523.4657	4523.4148	218.9473	7927.0613	13047.566	1559.1603	1103.1553	4506.7873	296.5537	1495.0961	135.9852	767.0683	410.3738	3829.9272	9531.8966	179.2519	2307.422	748.4821	1696.2441	2324.4543	1491.8868	7223.2606	1037.7358	795.2003	20330.4971	1296.3896	555.4968	512.5923	2423.6666	803.3635	2809.7442	5512.1727	560.3231	476.0522	9586.6315	3392.6898	1605.973	317.6976	610.8754	2808.6945	291.109	1600.4427	2473.9394	483.2589	3554.5309	911.5238	525.2336	294.4932	440.8602	434.7826	274.6241	3234.7354	541.384	1995.7932	1730.4061	1773.6634	1550.4656	828.8136	3081.8005	1560.8585	1238.1503	873.6185	1081.1811	804.1841	575.9783	571.4286	1793.6146	1000.3911	1989.5969	813.6847	2935.0406	4335.6887	1861.0805	3487.1692
HSPA1A	8191.6571	6617.2545	11646.0258	6717.2192	13846.9599	21514.7934	2539.5773	9558.5306	12769.7252	24405.3336	14794.3384	4541.8629	11005.2885	7417.4187	11819.3148	18877.7521	9080.8389	29843.6461	10768.5459	19780.875	4650.6951	19333.9438	10993.7613	8022.3615	59475.7788	5824.9437	31245.3063	19592.7029	22404.3846	7870.8509	13136.2418	30048.4302	11324.8357	22096.2557	13079.586	7829.1855	12253.5324	6936.8905	9420.8999	4344.3272	15443.1022	4969.9037	10829.7739	32083.0274	11912.5152	9487.9015	14183.8716	112163.5879	5955.3348	2461.9684	11781.9334	6943.2523	5139.4334	4188.172	9170.3106	6028.3623	26496.7843	729.9864	12993.7512	26690.0421	9738.945	9827.8178	7854.8475	11508.1681	37628.5397	8234.1272	22219.6396	9706.7853	31930.9372	8694.745	4566.2925	7894.7834	37461.0833	22623.1773	8584.9376	12605.2405	3135.7515	13373.5612	11288.1877
PXN	1427.4592	3133.7327	7058.421	4065.2517	4276.3435	3205.014	6913.6179	1662.6903	5362.5529	3460.3498	10412.7735	3991.8022	4028.4898	2665.709	7155.045	5093.691	1342.423	5048.3982	5415.9972	1197.306	4133.3267	3094.6816	4714.888	8634.7371	2897.4251	11079.8673	7033.053	3188.8767	3429.3822	10394.9575	13716.3728	4784.2389	8234.1528	4931.0387	5768.7193	9725.4182	4692.6826	1936.2645	5186.3425	4029.0765	2055.3749	5197.6493	6227.9424	3520.054	7889.9419	3920.7122	1221.7333	3626.7939	3534.0848	12653.7046	5959.3555	7743.1402	899.3735	11085.3226	7182.3691	2923.04	4120.4817	3887.1099	808.1271	2887.1983	9721.037	1301.1326	7619.6102	2759.4676	16663.0587	5070.5665	4061.211	6496.6998	6797.523	3585.5531	4530.051	3330.878	2036.1244	5634.508	4561.8262	13449.544	3800.1047	7533.4068	4517.9511
CCNE2	10.1537	16.0408	17.7751	167.3509	5.5886	39.7112	134.1981	46.5773	76.1469	598.6811	40.7125	34.1505	116.595	13.5148	38.7532	37.123	274.5426	20.6789	37.6462	339.0259	26.9958	84.7563	96.8846	63.0516	250.4107	92.1142	18.2191	18.4291	9.7487	191.9973	122.9219	53.6892	106.1124	25.9123	27.2704	298.3483	17.0648	23.7254	53.701	100.5453	474.194	41.6089	15.7802	12.7574	65.5974	19.2878	59.7676	441.9455	8.9621	51.0729	13.7411	92.1121	17.5579	21.5054	5.3239	12.1739	98.4464	69.7558	112.6501	37.0015	5.5803	111.6889	16.9492	4.1932	16.9353	30.3468	15.8578	17.6303	38.4937	32.0447	76.5306	13.7457	20.0078	133.6888	10.6981	152.6421	12.2795	68.0375	48.9174
PTGS2	5.7637	19.7289	3.555	0.7746	3.3531	8.0225	78.3257	6.1196	38.055	5324.7187	7.6336	81.9175	10.7466	3.8614	20.4219	8.3256	2.6774	16.0183	5.6378	1044.8276	49.1323	317.5231	11.5457	3.7559	24.7873	1.8951	167.1859	2.6327	3.8917	268.249	8.7322	1.5856	8.281	16.4111	14.2303	0.5603	5.5122	17.163	0	0.4398	1.4058	12.5241	5.2327	21.211	9.1805	0.478	19.4798	73.9394	8.9286	13.4776	63.8995	11.215	4.7885	10.7527	17.7462	0	16.2822	0	6.1504	12.7403	9.2619	3.5238	18.6441	8.9726	3.602	8.0925	12.494	12.3412	31.7992	0.6776	7.6531	37.0582	49.6676	1547.0308	59.1771	16.2399	33.848	4.9614	3.6087
ERRFI1	756.9645	138.9075	529.1068	2081.3323	3961.7351	261.1312	2493.162	947.1849	791.2262	5798.8192	531.8066	496.966	220.0226	873.4434	361.1447	176.6883	462.7398	522.5019	1291.05	256.8966	5869.4188	467.2815	262.765	312.6761	237.1439	1807.4144	1246.1059	2035.9807	540.9437	696.8204	469.5214	412.7907	682.3522	495.7892	1205.6921	584.9198	282.4989	242.3019	674.8911	463.0607	1692.1275	652.2158	261.6333	155.0328	626.9745	10313.5755	423.2429	647.2727	178.5714	1692.4987	517.2037	104.6729	484.0383	333.3333	767.5244	1068.656	345.9973	81.4111	364.1016	972.3581	1508.3085	392.6504	242.3729	1921.9381	963.5299	804.6243	1057.6646	487.9199	881.1715	321.1926	660.7143	452.1095	953.4611	22722.5834	541.3777	1312.9294	6449.9695	520.9482	1116.2791
SYP	408.7416	118.776	5436.8242	6226.9558	1651.4215	4063.3775	51.3883	244.7858	10383.7209	32.9732	14446.5649	435.0728	5223.4163	1937.6388	8487.9753	84.1813	1525.212	2047.2921	8528.0714	1268.9655	63.71	2029.8639	99.5322	327.23	5947.8357	379.0122	19362.9283	963.5805	383.3306	1613.5244	192.1075	2234.1438	6142.8261	8384.3662	5417.8525	472.306	3172.7147	3959.1116	6851.9594	5819.701	683.224	6752.4085	1995.8886	17763.5943	10895.6393	8336.5201	5940.4538	1019.3939	6357.1429	3090.6189	341.3435	3102.8037	2337.5898	11994.6237	6809.228	6201.6552	7094.9796	42.0624	5152.16	3192.3558	34867.9998	8231.0597	766.1017	1563.6309	14442.1432	175.7225	23609.3224	517.8915	2933.0544	11813.6541	156.4626	5490.3079	4388.3457	22.9736	447.5266	12543.4104	50.5976	4725.4686	689.2542
PARP1	1623.439	3666.3523	1882.9803	762.9744	1948.1744	3082.6314	2777.4554	1275.2658	2320.8245	3482.678	1419.8473	1647.4515	3409.5023	1223.6702	2502.2168	902.8677	1737.1709	2008.3905	1180.6436	3921.5517	2461.4737	2612.6482	1524.8333	2249.7653	2886.7925	2191.1643	2880.5815	862.6591	692.0707	2741.6032	1953.9882	5528.0127	2053.6814	2476.355	1235.4463	2735.7888	3506.2012	3172.1353	869.3759	3001.3193	1507.0291	1828.5164	1406.0923	1587.7362	1704.3337	1517.2084	1685.4455	2660	785.7143	2142.2238	2214.0907	979.4393	1574.2219	618.2796	976.9299	867.7002	2344.6404	1245.5902	2511.1937	1353.2021	1437.9177	1420.589	1025.4237	1576.7908	1357.9469	1253.1792	1420.4709	2094.0447	2851.8828	2146.7051	1227.0408	1225.7697	1348.8463	3313.394	1865.0023	1973.7664	7175.434	1841.7861	4966.7201
RBM3	1873.1988	2907.394	5946.3783	10369.481	1394.3474	2019.2539	5227.1032	2943.5488	8087.2093	2527.3477	8690.2036	5373.1796	1813.914	5257.2642	4714.7656	4503.2377	4346.7202	3553.013	4649.2835	3521.1207	4679.9855	2762.8458	5014.8303	5799.5305	4497.9652	4118.9151	3286.0852	4225.0987	1892.0058	3583.5199	4261.293	1102.0085	4404.6498	1886.4176	5231.5653	3553.7801	971.5204	5323.574	5168.3599	1421.2841	7343.0178	3193.6416	5723.7899	25440.0309	3990.8195	1282.9828	2865.7443	4123.6364	3272.3214	15784.3589	5687.6024	2672.8972	3873.1045	7811.828	5236.9122	4879.3566	3080.0543	2732.7001	8014.5395	4649.7554	5356.1857	6919.2046	7372.8814	3492.7471	4732.4028	3861.2717	3974.5315	5562.3751	4660.251	4377.4352	3241.4966	3183.0103	5592.4912	4787.1695	8795.6542	11644.5971	2680.9736	11284.4542	4624.2983
CASP9	981.268	296.336	494.7415	524.3997	508.0007	738.0666	336.0961	404.9165	602.537	511.0839	367.0483	322.8155	791.2896	360.2664	806.1266	301.5726	475.2343	425.6293	397.463	896.9828	253.2203	294.686	254.0062	285.9155	352.5712	413.5971	173.4164	329.5305	429.3822	663.6811	265.995	1456.6596	293.9746	661.6282	455.3687	390.5068	1423.978	309.9445	190.1306	541.3369	278.3505	771.6763	627.92	386.8106	456.8651	608.9866	794.2446	587.2727	747.7679	286.5756	314.036	508.4112	428.1724	182.7957	377.1074	322.1821	550.2035	1297.1506	867.8164	326.6978	386.2233	360.9363	335.5932	800.9571	297.7638	441.6185	450.2643	270.6259	404.1841	375.4023	552.7211	260.5473	273.3672	432.5964	263.0606	330.4185	268.3416	263.5061	1087.4098
